speed;service;flavour;review
9;9;5;Arkadaşımizınkinden küçük bir parça taş çiktı lezzet tat çok iyiydi hersey süperdi.
10;8;8;Ustam döneri kafasına göre yapmasa daha iyi olacak.
10;10;10;Güzeldi.
10;8;8;Sipariş çok hızlı geldi. Sivaslı kuryeye teşekkürler.
-;2;3;Ürünlerin fiyatlarının normalde olması gereken rakama 50 indirim yaptık diye yazılması hoş değil. Madem bu kalitede ürün sunuyorsunuz o zaman ücreti normalde 50 ama size indirim yaptık demeyin boşuna.
-;8;10;Oldukça lezzetliydi.
-;10;10;Gayet lezzetli ve doyurucu tavsiye ederim :).
-;1;1;Ballı süt 9 tl gelen içim süt 1 lt 5 tl ise 200 ml 1 tl bal 10 gr marketten ayrı 50 kuruş 1, 5 tl ye 9 tl afiyet olsun.
-;4;4;Kötü.
-;10;10;Super.
-;1;1;Kötü.
-;1;2;Bu paketlemeyle nasıl yemek servis edebiliyorsunuz anlamadık, reçel vs kutuları büyük kutunun içine atılmış salamlar şeffaf streçe sarılıp yollanmış. Ekmekler ekmek olduğunu unutmuş. İndirim var diye böyleyse çok yazık eğer 56 tl iken de böyleyse daha da yazık sonuç olarak hiç ama hiç beğenmedik.
-;10;5;Verdiğim siparişte pilav lapaydı, salata özensiz ve azdı yanında ekmek yoktu, servis seti yoktu( kolonyalı mendil. Peçete, çatal v. B) sadece tavuk kötü değildi oyuzden 5 puan verdim. Bilgilerinize..
-;10;7;Meksika tavuk istedik tatlı bir sote geldi içli köfte lezzetli idi fakat aşırı yağlıydı.
-;10;10;Kuryeniz çok ukala ben sormadan siparişiniz nerden geliyor biliyor musunuz diyor imalı imalı nerden geliyorsa geliyor. Geliyor sonuçta imkansız bişeyi istemedik yemek lezzetleri harikaydı sırf kuryeye kızdığım için artık söylemicem.
-;10;10;Arayıp bir eksik varmı diye sormalarına bayıldım servis de harika çok hızlı geldi.
-;10;10;Tesekkurler.
-;10;10;Yedigim en guzel gozlemeydi, yapan annemizin ellerine saglik :).
-;5;10;Porsyonlr cok kucuk.
-;10;10;Ürünler sicak geldi servis güzel pilav özellikle harikaydı çoğu pilavcıdan bile iyiydi tavuklar tam pişmiş ve sıcaktı yeşillik te güzeldi çok başarılı herkese tavsiye ederim ayrıca kurye de çok kibar beyfendi birisiydi.
-;10;10;Kaliteli ve başarılı bir restoran, umarım hak ettiği değeri görür.
-;8;8;İlgili bir restoran, tavsiye ederim.
-;7;6;Tost yanmıştı.
-;10;8;Kahve poşete konulup gönderildiği için dökülmüştü, vale kuryenin suçu yok, karton altlık tercih edilmeli aksi durumda içecek servisi yapılmamalı. Çırpılmış yumurta paketi değiştirilebilir, kocaman paketin içinde porsiyon küçücük kalmış, göze hitap etmiyor. Ersin beye ilgisi için teşekkürler.
-;10;10;Sufle çok lezzetliydi baymayan hoş bir tadı var, kahvede aynı şekilde fakat kahve için take away servisi değiştirmenizi tavsiye ediyorum, elinize sağlık.
-;10;10;Sipariş ulaştıktan sonra arayıp, teslimatı kontrol ettiler ve memnuniyetimi sordular. Çok ilgili bir işletme. Teşekkürler.
-;10;10;Çok memnun kaldım. Teşekkür ederim ayrıca çok hızlıydı servis.
-;7;10;Sosları ayrı koyarsanız dökülmemil olur :) onun dışında tadı harikaydı elinize sağlık.
-;10;10;Yemekler çok güzeldi. Hizmette kaliteliydi teşekkür ederim.
-;10;10;Lezzet konusunda muhteşem diyebilirim servisleri de gizeldi.
-;1;1;Zaten midede birleşicek diye yemekleri aynı kapta vermeniz güzel olmuş tasarruf etmişsinizdir.
-;10;10;Delicious.
-;10;10;Çok başarılıydı. Elinize sağlık. Gerçekten çok ilgililer ve kaliteliler. Siparişten sonra beni telefon ile aradılar. Ayrıca sorularıma ve ufak şikayetlerime çok samimi ve asla esnaf ağzı yapmadan konuştu beni arayan beyefendi. Tekrardan çok teşekkür ederim herkesin eline sağlık.
-;10;9;Gözleme çok lezzetliydi. Teşekkürler.
10;10;10;Aydın bey işinde oldukça tecrübeli bir kurye bunu güler yüzlü olmasından ve servisi gayet hızlı bi şekilde bize ulaştırmasından rahatlıkla anlayabiliyoruz.
1;1;1;Baya porsiyon küçük olmuş indirim yapinca mi öyle oluyor çok kötü.
9;9;8;İyi.
1;1;1;Kötüydü.
1;1;1;Yediğim dönerin döner olmasına 1000 şahit istenir. Lavaş sakız gibi tavuk eski, zamanlama 1 saatte esnaflık 0. Ne bir peçete ne ıslak mendil yoktu. Servis 0. Hatay soslu diye tanıttıkları sosu, hataylı olmasam yiyecektim. Para israfı. 1 ısırık aldım gerisi çöpte. Yazıklar olsun.
10;9;10;Çok beğendik hızlı geldi sıcaktı sunum ve porsiyonlar iyiydi.
1;1;1;Rezalet.
7;8;8;İlk defa sipariş verdiğim bir restoran. Joker indirimden yararlandım ve memnun kaldım. Teşekkür ederim ellerinize sağlık...
10;6;6;Bence düzelmesi gereken çok şey var.
10;4;1;Hiz cok iyiydi 10-15 dkda geldi siparis. Ama lezzet asiri kotu. Asiri actim ve joker kazanmistim. 2 tavuk doner soledim. 1 tanesini yiyebildim. Acligimi bastirinca digerini midem almadi. Lavas ve sos cok kotu. Lavas cok yavan, sosda rahatsiz edici bir tad birakiyor insanin agzinda.
8;10;1;Lavaş dürüm sakız gibi uzuyor ve sakız gibi uzadığı için, içindeki dönerler hep dışarı dökülüyor lavaş ekmeği başka yerden almanızı rica ederim.
8;8;9;Doyurucu lezzeti iyi o sarımsaklı mayonez efsane tek eksik 100 gram söyledim az geldi tavuk ama lezzeti güzeldi, lavaşda gayet güzeldi.
10;10;10;Ellerine sağlık çok teşekkürler.
2;3;1;Et döner diye birsey gönderdiler, yemin edebilirim o döner degildi... Ekşii berbat ötesi birseydi... Fani ömrümde daha berbatıni yiyemem herhalde...
10;10;10;Cook güzeldi.
10;10;1;Servisin iyiydi hızlıydı motorcusu çok güler yüzlüydü ama yemekten hiç güzel değildi.
10;8;8;Soğuk, turşusuz ama lezzetli bir dürümdü. Ancak kurye arkadaşın telefon ile arayarak kimliğim bugğn yanımda değil aşağıya gelip alırmısın demesi garibime gitti.
10;10;10;Ellerine sağlık çok güzeldi.
8;6;7;Maydonoz istememe rağmen vardı ve dürümü sanki yarısını kesip koymuşlar hiç doyurucu degildi.
8;7;7;Pozisyonun yanında insan domates soğan patates koyardı sadece salatalik tursusu olmazki ama.
8;5;4;Tavuk döner dürüm fena değildi ancak, ciğer ve yanındakiler yenecek durumda değildi, hem pişmemiş hem de kötü kokuyuordu.
10;10;10;Tad, servis, güzeldi.
9;9;10;Harika bir sos.. Yapanın emeğine sağlık.
6;6;5;Malzemesi cok az. Dürüm yerken sadece yesillik ve ekmek yemis oluyorsunuz bilginize. Bir dürümu hic bir zaman bitiremeyen bayan arkadasim ac kaldi. Ne yedigimi anlamadim dedi.
10;10;10;Coook coook güzeldiellerinize sağlık.
9;10;10;Gerçekten çok güzeldi. Soslarini bayılıyorum. İyiki yorumlara aldanıp sipariş vermemezlik etmemişim. Fiyatları da çok uygun.
1;1;1;Kötü.
10;10;10;Puanlar sizi aldatmasın döner harikaydı sosta efsaneydi elinize saglık halil.
7;1;7;Tavuk şişler cok küçüktü ve resmen ellerimizle yedik böyle rezillik olmaz ya.
10;10;10;Ellerine sağlık severek yiyoruz.
6;8;9;Güzeldi.
10;10;10;Gayet iyi tavsiye ediyorum.
9;9;9;Kaşarlı lahmacunum kaşarı biraz azdı ama lezzet olarak çok iyiydi.
7;10;10;Tavuk şiş çok lezzetliydi. İkramlarınız için de teşekkür ederiz.
10;10;10;Çok memnun kaldık dürümlerin yanında ikram edilen tulumba için teşekkür ederiz.
8;5;4;Lahmacun 16 lira ama daha ucuz yediğim yerlerden bile daha lezzetsiz. Ayrıca yanında basit bir yeşillik dışında hiçbir şey yoktu.
1;1;4;Siparişimi 5 dakika olmuşken iptal etmek istedim hazır diye etmediler daha sonra bu sözde hazır olan siparişi 10 dakika mesafelik yoldan 70 dakika getirmediler havayı bahane ettiler 5 dakika bir adım atsalar siparişim 30 dakikada gelirdi yani ilk anda hazır diyerek yalan söyledile ve aşırı geç geldi.
1;1;1;Bir buçuk saatte gelen, pahalı ve buzzzz gibi adana. Herkese tavsiye ederim..
1;1;1;Yemek siparisi tam bir bucuk saatte getirdiler. Gelen kurye yogunuz dedi fakat, gelen yemek hem cok soguktu hemde nemden islakti. Bu firma ile ilgili her turlu sikayet hakkimi kullanacagim.
1;1;1;Also they didnt refund me.
1;1;1;I paid for my food and never got it.
9;9;9;
1;1;1;Hayatımda yediğim en kötü adana dürümdü. 1 adana dürüm 40 tl olabilir mi ya onu geçtim kardeşim bu kadar pahalı ürünün hakkını verin ya kebaptan çok ekmek yedim. Sizden bir daha ürün almayacagim.
1;1;1;Malesef buz gibiydi.
10;10;10;Herşeyiyle mükemmel bir lezzet malzemeler bol ricam üzerine soğan bile gönderim yapıldı uygun fiyat bol malzeme teşekkürler.
10;10;10;Çok iyidi tebrik ederim. Gerçi gece 12 de yemeseydik iyiudi.
1;1;1;Pideler buz gibi geldi sodexo ödemesini belirtmeme rağmen cihaz getirmemisler yolda bu kadar soğuyamaz pide.
8;7;6;Çok kötü bir koku vardı. İnşallah yediğimiz şey sağlıklıdır.
10;7;7;Lahmacunda ki yağ boğazıma yapıştı.
10;10;10;Kuryeye teşekkürler.
1;1;1;Çok kötü.
1;1;1;Alibeyköye yeni taşındım ilk defa bir sipariş verdim 16 adet lahmacun. Ama hayatımda yediğim en kötü lahmacundu. Bir daha söylemem. Yazmiycaktim da para veriyoruz kardeşim kötüyse bilsin herkes.
10;7;7;Ortalama lezzet hızlı gönderi.
10;10;10;Servis çok hızlıydı, yemek oldukça lezzetliydi.
10;10;10;Herşey çok iyiydi. Tavsiye ediyorum.
10;10;9;Yemek güzel doyurucu kurye kibar elinize saglik.
10;10;10;Herzamanki gibi harikaydı.
10;10;5;Servis güzel sorun yok ama kanatlar çok pişirilmişti biraz daha özen gösterilmesi lazım.
10;10;10;Ciğer başarılıydı.
10;10;9;Bu süreçte dur durak bilmeyen tum motokuryelere saygilarimla.
10;10;10;On numara.
10;10;10;Tesekkurler.
9;10;5;Ellerinize sağlık teşekkürler ama bulgur kokuyordu çöp oldu.
10;10;10;Tesekkurler.
10;10;10;Harika..
1;7;7;Siparişin gelmesi 1 saati geçti. Yemek sepeti ile iletişime geçtim anca öyle geldi. Sipariş gelene kadar daha fazla açıkıp sipariş eklemek istedim. Yolda ekleyemeyiz dediler. Kısacası bidaha kolay kolay tercih etmem heralde.
1;1;1;Eti kurutmuşlar resmen.
1;1;1;Sağolsunlar tam olarak 2 saat süre sonucunda siparişim teslim edildi. Siparişimin buz gibi gelmesinden de anlaşılacağı üzere restaurant sahipleri herhalde mesai bitiminde eve giderken siparişimi teslim etmeyi planlıyorlardı. İlgi ve alaka için teşekkür ediyorum.
10;10;10;Güzel.
8;1;1;Soğuk geldi.
7;1;1;Soğuk geldi.
7;1;3;Içimizden biri vejeteryan olduğu için peynirli pide sipariş ettik. Maalesef peynirli ve etli pide aldık ve restoran yeni pide getirme talebimize olumlu yanıt vermedi.
7;9;6;Yemekler ne çok geç ne çok erken geldi garnitür olarak bakıldiğnda güzeldi bol ve dolu doluydu ama adana.. Pek beğenmedim çok kuruydu ama bi şans daha verebilirm sanki.
10;1;4;Lahmancunlar süper yanlız pide pişmemisti o biraz daha pişmeliydi.
10;10;10;Bir ürününüz bozuk ekşimiş çıktı. Çoktandır bekliyordu sanirim onun dışında hepsi mükemmeldi ellerinize sağlık. Yine de puan kırmadım.
10;1;1;Yazılan dışında herşey gönderilmiş. Keşke bilgilendirme yapsalar. Bizde ona göre almasak.
10;10;10;Su anda yediğim en güzel lezzetti.
8;7;8;Neden servis getirmediğinizi anlamadım, salata porsiyonu oldukça yeterli teşekkürler.
10;10;10;Muhteşem yemekler, uygun fiyat, hızlı servis. Ellerinize emeklerinize sağlık. Daimi müşterinizim artık.
10;10;10;Hsjej.
10;10;10;Çok ilgili ve kibarlar.
7;1;1;Fava diye servis ettikleri şey ne bilmiyorum. Taze değildi orası kesin.
3;5;6;Siparisim 1 saat 45 dakikada geldi. Havanin kotu ve yogunluk oldugunu anliyorum ama kapasitenize gore acin siparisleri. Mucverin yaninda yogurt ile gonderilecegi soyleniyordu, yogurt da gelmedi, gelen mucver de inanilmaz baharatli acidan ve karabiberden tadi gelmiyor.
10;10;10;Harikaydı 10-10-10. Atabenliden sevgiler.
10;10;10;Çorba çok güzel olmuş ellerine sağlık ustam teşekkür ederim.
10;10;10;Gayet iyi.
9;9;9;Salata gibi salata! Çeşitli yeşillkler üstelik ince doğranmış. Ezogelin de süperdi..
10;10;10;Cok lezzetliydi, bu tarzda yemek bulmak zor. Lutfen boyle devam edin.
9;8;8;Yazdığımız notları okurlarsa güzel olacak lezzet iyi zaten.
10;10;7;Hız servis çok başarılı, kısırın tuzunu azaltıp biraz daha kuru olmamasını sağlarsanız herşey mükemmel.
10;10;10;Köfteyi beğendim, yorumlarda görmüştüm havuç taratoru göndermiyolar soğan gönderiyolar diye banada soğan geldi ama pek kafama takmadım soğan severim :) teşekkürler.
10;10;10;Köftesi güzel lezzetli kuryesi hızlı bu siparişte 10dk önce başka biryerden sipariş verdim köfte daha önce geldi :).
8;8;7;Köfte miğdemi çok rahatsız etti biraz iyileştirme yapabilirsiniz.
5;5;4;Sadece kötü.
7;1;1;Dün kofte menusu siparis verdim menüde havuc tarator salata bulgur pilavi ve kofte olması gerekirken bana havuc tarator hic gelmedi onun yerine sogan konulmus gobek marul vardi sadece bulgur pilavida cok azdi yani hic memnun kalmadim.
8;8;8;Güzel.
8;8;8;Mercimek çorbası güzeldi tekrar görüşmek dileğiyle hayırlı işler.
10;10;10;Yemekler çok güzel hız konusunda çok iyiler 10 dakikada geliyor.
9;7;9;Hızlı geldi. Lezzetliydi ama kutu kola unutulmuştu.
10;10;10;Zeytinyağlı sektöründe lider taze leziz ve doyurucu tavsiye ederim.
1;1;2;Menüde olan yanliş geldi soğuktu ve 1 saatte.
1;1;1;Yanık sarma ve içinde yarı pişmiş/pişmemiş pirinçler, yavan köfte, sipariş verir vermez gelen telefonda o yok yerine bunu yollayalım denmesi...
6;7;6;Daha iyi olmasını beklerdim. Sebze yemeği için daha seçici olmak lazım. Yeşil fasulye lezzetsiz ve az pişmişti. Köfte klasik kasap köfte.
3;1;3;Paketleme kötü, menüler eksik. 2 kişilik siparişi 1 karton çantaya doldurmuşlar elime aldım 2 adım attım çanta yırtıldı ve yere dağıldı yemek.
10;10;10;Kuryeniz çok kibar ve hızlıyı.
10;10;10;Güzel.
10;10;10;Süper bir lezzet.
9;9;9;Güzel.
9;7;9;Adamların eti malzemesi lavaşı çok iyi ama az koyuyorlar dürümlerin içini yoksa süper...
7;10;10;Biraz geç gelmesi dışında sorun yok lezzet harika uzun zamandır dışardan yemiyorduk iyi geldi.
9;6;9;Arkadaşlar ciğer ve urfa söyledim hersey çok güzeldi ama servisten kırdığım puan böyle güzel yapıp içine azcık malzeme koymaları lavaşı bile çok iyiydi ama sanki lavaşı lavaşa sarmışsınız gibi o kadar azdı içinin malzemesi. Hayırlı işler.
10;10;10;Yemek güzel olmuş.
1;1;1;Bir daha sipariş etmeyeceğim tek yer. Her konuda.
10;10;10;Notlar özenle bakılmıyor dikkatinize.
8;8;9;Güzeldi.
1;1;1;Soğuk geldi çok geç geldi beğenmedim.
10;10;10;Ürün taze ve iyi pişmişti mezesi güzeldi. Kuryelere başis vermeyi unutmayın.
7;3;2;Biz coco cola istedik l cola geldi siprayt istedik yediğun geldi alakasız.
9;9;9;Hızlı servis ve ürünler lezzetli begendim.
9;9;10;13 tl ye aldığım et şiş dürüm ekte. Ellerinize sağlık.
10;10;10;Guzel.
6;1;7;Adana kebap siparişi verdik fakat gelen tabak yırtılmış bir şekilde geldi içindeki yemekler dökülmüştü.
10;10;10;Tavuk kanat söyledik. Harikaydı. Taze ve çıtır çıtır her malzeme mükemmeldi.
10;10;10;Güzel olmuş.
1;1;1;Kunefe hic guzel degildi.
10;10;10;Fiyat performans çok iyi.
-;10;10;Pehlivan çok iyidir.
-;10;10;Harika ellerinize sağlık çok güzel.
-;10;10;İzmirden geçici iş icabı geldim fahiş fiyatlardan ne yiyeceğimi şaşırdım fiyatı uygun lezzetli tek mekan phlivan allah yollarını açık etsin.
-;10;10;Çok hızlı geldi, siparişimizin kalitesini çok beğendik. Özellikle çorba için kesinlikle tavsiye ediyorum, fiyat / performans olarak harika!
-;10;10;Fırın sütlaç mükemmeldi. Tam istediğim gibi sulu pilav gibi değil.
-;10;10;Gayet iyiydi puanın düşük kalmış. Paketleme süperlezzet iyihız iyi.
-;1;1;Gerek varmı bilemedm.
-;1;1;Yemekler vasat.
-;8;5;Beğenmedim lezzet yok.
-;9;3;Tavukta koku vardı.
-;10;10;Teşekkürler.
-;9;10;Pehlivan yiyen destanlar yazmaya devam ediyor nohut bezelye tavuk suyu çorba dediğiniz zaman olay bitmiştir.
-;9;9;Servis ve lezzet gayet iyiydi. İkram için de teşekkür ederim.
-;1;1;Çok geç geldi.
-;1;1;Sipariş eksik geldi, paketi açıp hatayı gördüğümde kurye çoktan uzaklaşmıştı.
-;10;10;Çok iyi.
-;1;3;Dört ayran sipariş etmemize rağmen üç tane geldi. Çok aç olduğumuz için peşine düşmedik. Gelmesini bir yarım saat daha beklemeyelim diye. Bir daha sipariş vermeyiz.
-;1;1;Soğuk ve yag cok kullanilmisti.
-;1;1;Köfte demeye bin şahit lastik gibi lezzetsiz bir daha asla dediğim restoranlara eklendiniz.
-;10;10;Çorbayı eksik getirmeseler daha güzel olacaktı.
-;8;8;Çok güzel lezzet ancak köfteler üstü pişmiş içleri biraz çiğ gelmişti uyarırsanız nemnun kalırsınız.
-;9;5;Patates salatası çok lezzetli değildi yani patates salatası tarifini değiştirmenizde fayda var diğer yemekler güzeldi.
-;8;9;Ustam kaşık çatallar hele ki böyle bir dönem de açık bir şekilde poşetin içine atılır mı? Onun dışında yemekler ideal.
-;10;10;Çok çabuk geldi, lezzetli yemekler daha ne olsun.
-;9;8;It took long time for the delivery.
-;10;10;Maalesef çatal kaşık konulmamış. İnsanlık hali olabilir, daha dikkatli olmanızı rica ediyorum. Hayırlı işler.
-;10;10;Yemeklerin lezzeti iyi. Yemeksepetinin vale ücreti olarak istediği meblağı ödemek hoşuma gitmiyor. Eğer bu politika devam ettirilirse sipariş vermeyi bırakabilirim.
-;1;1;Uzun zamandır yemek söylüyordum buradan ama tavuk but bayat idi ızgara kaşarlı köfte söyledim kaşarlı gelmedi ekmeklerin son kullanma tarihi geçmiş idi tebrikler tertemiz müşteri kaybettiniz bi daha da şipariş yok.
-;10;10;Yemekler efsane lezzetli, sıcak ve çok hızlı geliyor pehlivan ile ilgili kötü yorum yapmak gerçekten mümkün değil yapanları anlamak da.
-;9;2;Hız ve servis çok iyi fakat lezzet baya kötüydü.
10;10;10;Salatası, ezmesi, soğanı hepsi lezzetli ve tazeydi. Çok beğendim fiyatlara göre gerçekten kalite yüksek.
10;10;10;Pideler harika ötesi.
6;1;1;Adana kalitesiz etten yapılmış o zaten belli soğanı basmışsınız ama soğan bile midemizi nasıl yaktı lütfen allah rızası için 15 lira olsun diye insan sağlından vazgeçmeyin.
8;8;9;Güzeldi sunumu pirinç pilavı ile yaparlarsa daha güzel olurdu sanki.
9;9;8;Adana - urfa çok tuzlu, tavuk şiş/kanat çok iyi..
3;1;1;Hiç meza yok 70tl ödüyorsun lavaş yiyorsun.
10;10;10;Her zamanki gibi değişmeyen kalite ve lezzet. Kendinden ödün vermeyen tek yer. Çok teşekkürler.
