Yorum,Duygu
"Doyurucu lezzeti iyi o sarımsaklı mayonez efsane tek eksik 100 gram söyledim az geldi tavuk ama lezzeti güzeldi, lavaşda gayet güzeldi.",Olumlu
Ellerine sağlık çok teşekkürler.,Olumlu
"Et döner diye birsey gönderdiler, yemin edebilirim o döner degildi... Ekşii berbat ötesi birseydi... Fani ömrümde daha berbatıni yiyemem herhalde...",Olumsuz
Cook güzeldi.,Olumlu
Servisin iyiydi hızlıydı motorcusu çok güler yüzlüydü ama yemekten hiç güzel değildi.,Olumlu
"Soğuk, turşusuz ama lezzetli bir dürümdü. Ancak kurye arkadaşın telefon ile arayarak kimliğim bugğn yanımda değil aşağıya gelip alırmısın demesi garibime gitti.",Olumlu
Ellerine sağlık çok güzeldi.,Olumlu
Maydonoz istememe rağmen vardı ve dürümü sanki yarısını kesip koymuşlar hiç doyurucu degildi.,Olumlu
Pozisyonun yanında insan domates soğan patates koyardı sadece salatalik tursusu olmazki ama.,Olumlu
"Tavuk döner dürüm fena değildi ancak, ciğer ve yanındakiler yenecek durumda değildi, hem pişmemiş hem de kötü kokuyuordu.",Notr
"Tad, servis, güzeldi.",Olumlu
Harika bir sos.. Yapanın emeğine sağlık.,Olumlu
Malzemesi cok az. Dürüm yerken sadece yesillik ve ekmek yemis oluyorsunuz bilginize. Bir dürümu hic bir zaman bitiremeyen bayan arkadasim ac kaldi. Ne yedigimi anlamadim dedi.,Notr
Coook coook güzeldiellerinize sağlık.,Olumlu
Gerçekten çok güzeldi. Soslarini bayılıyorum. İyiki yorumlara aldanıp sipariş vermemezlik etmemişim. Fiyatları da çok uygun.,Olumlu
Kötü.,Olumsuz
Puanlar sizi aldatmasın döner harikaydı sosta efsaneydi elinize saglık halil.,Olumlu
Tavuk şişler cok küçüktü ve resmen ellerimizle yedik böyle rezillik olmaz ya.,Notr
Ellerine sağlık severek yiyoruz.,Olumlu
Güzeldi.,Olumlu
Gayet iyi tavsiye ediyorum.,Olumlu
Kaşarlı lahmacunum kaşarı biraz azdı ama lezzet olarak çok iyiydi.,Olumlu
Tavuk şiş çok lezzetliydi. İkramlarınız için de teşekkür ederiz.,Olumlu
Çok memnun kaldık dürümlerin yanında ikram edilen tulumba için teşekkür ederiz.,Olumlu
Lahmacun 16 lira ama daha ucuz yediğim yerlerden bile daha lezzetsiz. Ayrıca yanında basit bir yeşillik dışında hiçbir şey yoktu.,Notr
Siparişimi 5 dakika olmuşken iptal etmek istedim hazır diye etmediler daha sonra bu sözde hazır olan siparişi 10 dakika mesafelik yoldan 70 dakika getirmediler havayı bahane ettiler 5 dakika bir adım atsalar siparişim 30 dakikada gelirdi yani ilk anda hazır diyerek yalan söyledile ve aşırı geç geldi.,Olumsuz
"Bir buçuk saatte gelen, pahalı ve buzzzz gibi adana. Herkese tavsiye ederim..",Olumsuz
"Yemek siparisi tam bir bucuk saatte getirdiler. Gelen kurye yogunuz dedi fakat, gelen yemek hem cok soguktu hemde nemden islakti. Bu firma ile ilgili her turlu sikayet hakkimi kullanacagim.",Olumsuz
Also they didnt refund me.,Olumsuz
I paid for my food and never got it.,Olumsuz
Hayatımda yediğim en kötü adana dürümdü. 1 adana dürüm 40 tl olabilir mi ya onu geçtim kardeşim bu kadar pahalı ürünün hakkını verin ya kebaptan çok ekmek yedim. Sizden bir daha ürün almayacagim.,Olumsuz
Malesef buz gibiydi.,Olumsuz
Herşeyiyle mükemmel bir lezzet malzemeler bol ricam üzerine soğan bile gönderim yapıldı uygun fiyat bol malzeme teşekkürler.,Olumlu
Çok iyidi tebrik ederim. Gerçi gece 12 de yemeseydik iyiudi.,Olumlu
Pideler buz gibi geldi sodexo ödemesini belirtmeme rağmen cihaz getirmemisler yolda bu kadar soğuyamaz pide.,Olumsuz
Çok kötü bir koku vardı. İnşallah yediğimiz şey sağlıklıdır.,Olumlu
Lahmacunda ki yağ boğazıma yapıştı.,Olumlu
Kuryeye teşekkürler.,Olumlu
Çok kötü.,Olumsuz
Alibeyköye yeni taşındım ilk defa bir sipariş verdim 16 adet lahmacun. Ama hayatımda yediğim en kötü lahmacundu. Bir daha söylemem. Yazmiycaktim da para veriyoruz kardeşim kötüyse bilsin herkes.,Olumsuz
Ortalama lezzet hızlı gönderi.,Olumlu
"Servis çok hızlıydı, yemek oldukça lezzetliydi.",Olumlu
Herşey çok iyiydi. Tavsiye ediyorum.,Olumlu
Yemek güzel doyurucu kurye kibar elinize saglik.,Olumlu
Herzamanki gibi harikaydı.,Olumlu
Servis güzel sorun yok ama kanatlar çok pişirilmişti biraz daha özen gösterilmesi lazım.,Olumlu
Ciğer başarılıydı.,Olumlu
Bu süreçte dur durak bilmeyen tum motokuryelere saygilarimla.,Olumlu
On numara.,Olumlu
Tesekkurler.,Olumlu
Ellerinize sağlık teşekkürler ama bulgur kokuyordu çöp oldu.,Olumlu
Tesekkurler.,Olumlu
Harika..,Olumlu
Siparişin gelmesi 1 saati geçti. Yemek sepeti ile iletişime geçtim anca öyle geldi. Sipariş gelene kadar daha fazla açıkıp sipariş eklemek istedim. Yolda ekleyemeyiz dediler. Kısacası bidaha kolay kolay tercih etmem heralde.,Notr
Eti kurutmuşlar resmen.,Olumsuz
Sağolsunlar tam olarak 2 saat süre sonucunda siparişim teslim edildi. Siparişimin buz gibi gelmesinden de anlaşılacağı üzere restaurant sahipleri herhalde mesai bitiminde eve giderken siparişimi teslim etmeyi planlıyorlardı. İlgi ve alaka için teşekkür ediyorum.,Olumsuz
Güzel.,Olumlu
Soğuk geldi.,Olumsuz
Soğuk geldi.,Olumsuz
Içimizden biri vejeteryan olduğu için peynirli pide sipariş ettik. Maalesef peynirli ve etli pide aldık ve restoran yeni pide getirme talebimize olumlu yanıt vermedi.,Olumsuz
Yemekler ne çok geç ne çok erken geldi garnitür olarak bakıldiğnda güzeldi bol ve dolu doluydu ama adana.. Pek beğenmedim çok kuruydu ama bi şans daha verebilirm sanki.,Olumlu
Lahmancunlar süper yanlız pide pişmemisti o biraz daha pişmeliydi.,Notr
Bir ürününüz bozuk ekşimiş çıktı. Çoktandır bekliyordu sanirim onun dışında hepsi mükemmeldi ellerinize sağlık. Yine de puan kırmadım.,Olumlu
Yazılan dışında herşey gönderilmiş. Keşke bilgilendirme yapsalar. Bizde ona göre almasak.,Notr
Su anda yediğim en güzel lezzetti.,Olumlu
"Neden servis getirmediğinizi anlamadım, salata porsiyonu oldukça yeterli teşekkürler.",Olumlu
"Muhteşem yemekler, uygun fiyat, hızlı servis. Ellerinize emeklerinize sağlık. Daimi müşterinizim artık.",Olumlu
Hsjej.,Olumlu
Çok ilgili ve kibarlar.,Olumlu
Fava diye servis ettikleri şey ne bilmiyorum. Taze değildi orası kesin.,Olumsuz
"Siparisim 1 saat 45 dakikada geldi. Havanin kotu ve yogunluk oldugunu anliyorum ama kapasitenize gore acin siparisleri. Mucverin yaninda yogurt ile gonderilecegi soyleniyordu, yogurt da gelmedi, gelen mucver de inanilmaz baharatli acidan ve karabiberden tadi gelmiyor.",Notr
Harikaydı 10-10-10. Atabenliden sevgiler.,Olumlu
Çorba çok güzel olmuş ellerine sağlık ustam teşekkür ederim.,Olumlu
Gayet iyi.,Olumlu
Salata gibi salata! Çeşitli yeşillkler üstelik ince doğranmış. Ezogelin de süperdi..,Olumlu
"Cok lezzetliydi, bu tarzda yemek bulmak zor. Lutfen boyle devam edin.",Olumlu
Yazdığımız notları okurlarsa güzel olacak lezzet iyi zaten.,Olumlu
"Hız servis çok başarılı, kısırın tuzunu azaltıp biraz daha kuru olmamasını sağlarsanız herşey mükemmel.",Olumlu
"Köfteyi beğendim, yorumlarda görmüştüm havuç taratoru göndermiyolar soğan gönderiyolar diye banada soğan geldi ama pek kafama takmadım soğan severim :) teşekkürler.",Olumlu
Köftesi güzel lezzetli kuryesi hızlı bu siparişte 10dk önce başka biryerden sipariş verdim köfte daha önce geldi :).,Olumlu
Köfte miğdemi çok rahatsız etti biraz iyileştirme yapabilirsiniz.,Olumlu
Sadece kötü.,Notr
Dün kofte menusu siparis verdim menüde havuc tarator salata bulgur pilavi ve kofte olması gerekirken bana havuc tarator hic gelmedi onun yerine sogan konulmus gobek marul vardi sadece bulgur pilavida cok azdi yani hic memnun kalmadim.,Olumsuz
Güzel.,Olumlu
Mercimek çorbası güzeldi tekrar görüşmek dileğiyle hayırlı işler.,Olumlu
Yemekler çok güzel hız konusunda çok iyiler 10 dakikada geliyor.,Olumlu
Hızlı geldi. Lezzetliydi ama kutu kola unutulmuştu.,Olumlu
Zeytinyağlı sektöründe lider taze leziz ve doyurucu tavsiye ederim.,Olumlu
Menüde olan yanliş geldi soğuktu ve 1 saatte.,Olumsuz
"Yanık sarma ve içinde yarı pişmiş/pişmemiş pirinçler, yavan köfte, sipariş verir vermez gelen telefonda o yok yerine bunu yollayalım denmesi...",Olumsuz
Daha iyi olmasını beklerdim. Sebze yemeği için daha seçici olmak lazım. Yeşil fasulye lezzetsiz ve az pişmişti. Köfte klasik kasap köfte.,Notr
"Paketleme kötü, menüler eksik. 2 kişilik siparişi 1 karton çantaya doldurmuşlar elime aldım 2 adım attım çanta yırtıldı ve yere dağıldı yemek.",Olumsuz
Kuryeniz çok kibar ve hızlıyı.,Olumlu
Güzel.,Olumlu
Süper bir lezzet.,Olumlu
Güzel.,Olumlu
Adamların eti malzemesi lavaşı çok iyi ama az koyuyorlar dürümlerin içini yoksa süper...,Olumlu
Biraz geç gelmesi dışında sorun yok lezzet harika uzun zamandır dışardan yemiyorduk iyi geldi.,Olumlu
Arkadaşlar ciğer ve urfa söyledim hersey çok güzeldi ama servisten kırdığım puan böyle güzel yapıp içine azcık malzeme koymaları lavaşı bile çok iyiydi ama sanki lavaşı lavaşa sarmışsınız gibi o kadar azdı içinin malzemesi. Hayırlı işler.,Olumlu
Yemek güzel olmuş.,Olumlu
Bir daha sipariş etmeyeceğim tek yer. Her konuda.,Olumsuz
Notlar özenle bakılmıyor dikkatinize.,Olumlu
Güzeldi.,Olumlu
Soğuk geldi çok geç geldi beğenmedim.,Olumsuz
Ürün taze ve iyi pişmişti mezesi güzeldi. Kuryelere başis vermeyi unutmayın.,Olumlu
Biz coco cola istedik l cola geldi siprayt istedik yediğun geldi alakasız.,Notr
Hızlı servis ve ürünler lezzetli begendim.,Olumlu
13 tl ye aldığım et şiş dürüm ekte. Ellerinize sağlık.,Olumlu
Guzel.,Olumlu
Adana kebap siparişi verdik fakat gelen tabak yırtılmış bir şekilde geldi içindeki yemekler dökülmüştü.,Notr
Tavuk kanat söyledik. Harikaydı. Taze ve çıtır çıtır her malzeme mükemmeldi.,Olumlu
Güzel olmuş.,Olumlu
Kunefe hic guzel degildi.,Olumsuz
Fiyat performans çok iyi.,Olumlu
"Salatası, ezmesi, soğanı hepsi lezzetli ve tazeydi. Çok beğendim fiyatlara göre gerçekten kalite yüksek.",Olumlu
Pideler harika ötesi.,Olumlu
Adana kalitesiz etten yapılmış o zaten belli soğanı basmışsınız ama soğan bile midemizi nasıl yaktı lütfen allah rızası için 15 lira olsun diye insan sağlından vazgeçmeyin.,Olumsuz
Güzeldi sunumu pirinç pilavı ile yaparlarsa daha güzel olurdu sanki.,Olumlu
"Adana - urfa çok tuzlu, tavuk şiş/kanat çok iyi..",Olumlu
Hiç meza yok 70tl ödüyorsun lavaş yiyorsun.,Olumsuz
Her zamanki gibi değişmeyen kalite ve lezzet. Kendinden ödün vermeyen tek yer. Çok teşekkürler.,Olumlu
Hızlı ve lezzetli.,Olumlu
1. Bucuk porsiyon iskender siparisi verdim ancak bulgur pilavi gonderilmedi yaninda.,Notr
Eyidi emi.,Olumlu
"Tavuk kanatları çok lezzetliydi, karda kışta kapımıza kadar yemeğimi getiren güler yüzlü kuryeye de ayrıca teşekkür ederiz. Ellerinize sağlık.",Olumlu
Et gramajı çok azdı.,Olumlu
Listede bulundurup sonra yok diye arayıp getirmediler.,Olumsuz
Yemeği getiren kurye tarafından azarlandım. Kavgacı bir tavrı vardı. Yemek lezzet olarak güzel fakat az buldum.,Olumsuz
Sipariş çok hızlıydı fakat yemekler inanılmaz tuzluydu. Ben urfa söylemiştim yiyemedim maalesef.,Olumlu
Servis 1 saatte anca geldi et şiş dürüm istedik etleri hafif çiğ bırakılmış çok begenmedik.,Olumsuz
"Kötü değil ama, çok tatmin etmedi lezzet olarak. Hız ve servis gayet iyiydi.",Olumlu
"Yüzde 50 indirimli diye 50tlye karışık ızgara sipariş ettik, gele gele kocaman bir tabak bulgur ve üzerine serpiştirilmiş birkaç parça et! İndirimsiz gerçekten onu 100tlye mi satıyorsunuz? Biraz dürüst olun yahu! O gönderdiğiniz 30tl bile etmez! İsmini de değiştirin, bulgur kebabı diyin bence.",Notr
On numara verdiğimiz paradan fazlası geliyo allah razı olsun.,Olumlu
"Tavuk kanatlar ve yanında gelen pideler, salata mezeler çok güzeldi. Sıcaktan soğumasını bekledik. Teşekkürler.",Olumlu
İki parça et resmen rezalet günlerce aç kalsam dahi bir daha tercih etmeyeceğim bir yer...,Olumsuz
Hersey asiri guzel ama bana herseferinde tuzlu geliyor tavuk urunleri.,Olumlu
Hhhhhhb.,Olumlu
Çorba ve durum çok kötü siz sadece tavuk kanat yapsanız keşke onu mükemmel yapiosunuz.,Olumlu
İlk defa bu kadar kotu bi ciger yedim porsyonuna 50 tl yazmissin hem agir koku var hemde yarim porsyon gibi az yolluyorsunuz hic tavsiye etmiyorum..,Olumsuz
Karda bile sıcacık.,Olumlu
Lezzet iyide porsiyonu küçültmusler 15 tl ye bu kadar...,Olumlu
Lezzetten 1 puan çok pişmiş olduğu için 5 puan da siparişim 1kg şiş olduğu halde yarısı ciğer ve adana karışık geldiği için kırdım. Belki joker ile alakalıdır ama yanlış oldu!,Olumlu
Kuşbaşı biraz kokuyordu.,Notr
İlk defa denedik lahmacunlar harika servis ve hız mukemmel teşekkurler...,Olumlu
Güzel ürünler teşekkürler.,Olumlu
Lahmacun lar sıcak geldi ve çok lezzetli idi. Ve kurye hiç zaman kaybetmeden sipariş leri getirdi her hizmet 10 numara idi.,Olumlu
Hiç memnun kalmadım iyice küçültmüşler nerdeyse fındık lahmacun yedik. Tavsiye etmiyorum.,Notr
Elinize saglık çok güzel olmuş.,Olumlu
Ellerine sağlık çok güzel ayrıca kuryecı memet beye teşekkür ederim saygılar.,Olumlu
İsotu çeyrek azaltılabilir.,Olumlu
Hic begenmedim.,Olumsuz
Kavurmalı pide sipariş vermiştim çok beğendim tam istediğim gibiydi. Servis hızlıydı lezzet mükemmeldi.,Olumlu
Harikaydi.,Olumlu
İstediğin pide sadece kuşbaşılı ydı ben peynir sevmediğim için bana kuşbaşı kaşarlı geldi biraz daha dikkatli olursanız çok sevinirim ayriyeten insan bir peçete bırakır ıslak mendil bırakır.,Olumsuz
"Buz gibiydi. Hani soğumuştu anlamında değil, dışardaki hava zaten 2-3 dereceydi ve pide de yaklaşık o sıcaklıktaydı.",Notr
Lezzet iyi yorumlardaki kadar kötü değil porsiyon ufak ama baştan söyleyeyim.,Olumlu
"Özellikle not olarak yazdığım erken ve sıcak gelmesini rica ediyorum dediğim şekilde 40 dakikada geldi ve yemeklerim buz gibi, çöpe gitti tekrar başka yerden sipariş verdim. Asla aldığınız parayı haketmiyorsunuz.",Olumsuz
Servis kötü ne peçete nede ıslak mendil hiçbirşey yok fiyat yüksek malzeme ve porsiyon küçük.,Olumsuz
Heybet beye tskler.,Olumlu
Ellerinize sağlık sıcacık geldi lezzette de 10 da 10 getiren arkadaşın güleryüzlü olmasida cabasi ilk değildin sonda olmayacaksın...,Olumlu
 kurye heybet bey çok teşekkür ederim bu yağmurlu havada sipariş getirdi.,Olumlu
Antep lahmacun çok güzeldi çok beğendik ellerinize sağlık.,Olumlu
"Bir saatte gelen pide, buz gibi. Ayrıca gelen arkadaşın hes kodu olmadığı için kendim inip almak zorunda kaldım, söyleseydin kendimiz gelip alırdık...",Olumsuz
Çok lezzetliydi ve hızlı geldi.,Olumlu
Buzgibi bir pide yemek isterseniz tam yeri. Birde gelen arkadaşın hes kodu yok kendim almak zorunda kaldım. Bilseydim gelip kendim alırdım...,Olumsuz
Yemek 55 dakikada geldi ve geldiğinde buz gibiydi... Şahsen artık tercih etmem burayı.,Olumsuz
Pideler cık güzeldi tskler.,Olumlu
Yani güzel.,Olumlu
Daha az puan olsaydi onu verirdim kasar desen yok kiyma desen yok ama yesilik tazeydi keske daha fazla yesilik olsaydi.,Olumsuz
Ne pidesi pideydi ne künefesi künefe... Kek gibi geldi begenmedik.,Notr
Gec geldi pide soguk kunefe soguk serbetsizdi.,Olumsuz
Tadı gayet yerinde pide çok güzeldi ikramlarınızı belki arttırabilirsiniz.,Olumlu
Fena değildi.,Olumlu
Beğenmedim.,Olumsuz
Herşey çok lezzetliydi. Salatayı yemeye doyamadık. Acılı ezme muazzam. Kanat mis gibi mangal kokuyo. Beytinin her ısırığında lezzet patlaması yaşadım.,Olumlu
Guzel.,Olumlu
Cok hizli geldi ve cok lezzetliydi yemekleri.,Olumlu
Mükemmel ikramlar için teşekkürler.,Olumlu
Efsane.,Olumlu
Güzel.,Olumlu
Mükemmel.,Olumlu
Lahmacunu ilk defa salçadan ile yapıldığına şahit oldum berbat.,Notr
"Lezzetli değildi, ayrıca siparişi getiren arkadaş pos slibini asansöre atmasaydi keşke...",Olumsuz
Krallar lezzetli.,Olumlu
Ciddi anlamda kötüydü.,Olumsuz
Tattlı berbat gibi idi.,Olumsuz
Çok lezzetli ve hızlı servis tebrikler.,Olumlu
"Notları dikkate alıyorlar, tavuk şiş, göğüs eti. Ama güzel bir lezzeti var. Marinasyonunda limon tadı öne çıkıyor. Bulgur pilavları güzel. Urfaları standartın altında. Ama hızlı, sıcak ve pişman etmez.",Olumlu
Iyi.,Olumlu
Hizli ve lezzetli.,Olumlu
"İçli köfte gayet güzeldi, lahmacun vasattı, çöp şiş çöp şiş değil et şişti ve karış gibiydi. Adana kebap da çok kuruydu.",Notr
Aslında gevrekligi süper fakat iç harci sanki çok yaş kalıyor cidden yoksa enfes beğeniyoruz.,Olumlu
Ustam ellerinize saglik her sey on numaraydi ikramlar icin cok teskkurler.,Olumlu
"Eskiden tavuk şiş dürümünüz daha güzeldi, lavaş da bu sefer bi tuhaftı çok üzüldüm...",Olumlu
İlk kez sipariş verdik çok memnun kaldık.,Olumlu
Pide buz gibiiii... Çorba cacık sütlaç dökülmüş.. Özen yok... Bir dahaa aslaaaa...,Olumsuz
4 tane soda istedim sanki doğal madenden getirdiler. Sodalar soğuktu en azından iyi..,Olumsuz
Her şey aşırı ama aşırı iyiydi hem lezzet hem hız hem servis çok teşekkür ediyorum.,Olumlu
Corba aci olmasin cocuk yiyecek dedigim halde aciydi gelen corba ve kizim yemedi malesef. Notlari dikkate alsaniz ne iyi olur ya da iptal edin veya farkli secenek sunun insanlara.,Notr
Hersey guzeldi. 10 dakika icinde kapimda olasi cok iyiydi. Yaninda yollanan ufak tatlilar icin de tesekkur ederiz.,Olumlu
"Her şey inanılmazdı. Salatada domates eksikti sadece, servise o sebeple 1 vermem için bana yalvardı fakat kendisine bi tokat atıp bu sefsr bir şey olmaz diğer her şey efsaneydi diyip 10 puan verdim.",Olumlu
Fazla para cekmek normal bi durum degil.,Olumsuz
Teşekkürler elinize sağlık.,Olumlu
Ben lahmacunu çok severim. Çeşitli yerlerde çeşitli fiyatlara lahmacun yemişliğim var. Ama bu lahmacun değildi. Yada lahmacun böyle bir şey değil. 17 lira kesinlikle etmez.,Notr
Yemek 2 saatte anca geldi ve buz gibiydi lahmacun beklemekten hamur olmuş ayrıca teslim edilmeden yarım saat önce teslim edildi olarak gösteriyorlar bir daha aslaaaaa.,Olumsuz
Pandemi sizi de vurmuş ya da büyük bir değişim geçirdiniz bilmiyorum tek sipariş verdiğimiz yerdiniz size asla bu zamana kadar 10 puandan düşük vermedim ama bu sefer gerçekten bocalamışsınız lahmacunun içi soğan kaynıyodu!,Notr
22 liraya özel lahmacun yedim güya. Dalga mı geçiyorsunuz? İşletme sahibine soruyorum. Sen gelen o lahmacuna 10 tl verir misin? Tam bir hayalkırıklığı. Fiyat normalde mi böyle? Kar yağışı dolayısıyla mı böyle oldu? Bilelim.,Notr
